rating,date,title,branch,neg,neu,pos
5,2013-09-19,so much better than disney,Florida,0,0,1
3,2013-09-19,Overpriced,Florida,0,0,1
5,2013-09-19,Wow!,Florida,0,0,1
5,2013-09-19,Amazing every time.,Florida,0,1,0
4,2013-09-19,CHECK YOUR TICKETS!!!!,Florida,0,0,1
4,2013-09-18,is a must!,Florida,0,1,0
5,2013-09-18,Well worth the visit. Didn't want to leave.,Florida,0,0,1
5,2013-09-18,Excellent parks!,Florida,0,0,1
5,2013-09-18,Ever Changing!,Florida,0,1,0
5,2013-09-17,WoW,Florida,0,0,1
5,2013-09-17,Great take,Florida,0,0,1
4,2013-09-17,Not as good as its sister.,Florida,0,0,1
5,2013-09-17,Had a fantastic day here!,Florida,0,0,1
5,2013-09-17,Theme Park.,Florida,0,0,1
4,2013-09-17,Attention to Details,Florida,0,0,1
3,2013-09-17,Gimme all yer money,Florida,1,0,0
5,2013-09-17,"Love It Here, Fantastic Day Out In Orlando!",Florida,0,0,1
5,2013-09-17,Front of line pass- get it,Florida,0,0,1
5,2013-09-16,Do this while at Orlando,Florida,0,0,1
5,2013-09-16,always good times at Universal studios,Florida,0,0,1
5,2013-09-16,Beautiful and fun packed place + tips for parents with young kids,Florida,0,0,1
2,2013-09-16,Needs to be updated,Florida,0,0,1
5,2013-09-15,"Everything was excellent, I had a great time!",Florida,0,0,1
5,2013-09-15,Wizarding World of Harry Potter: Step into the movies,Florida,0,0,1
5,2013-09-15,We had a Blast!,Florida,0,0,1
4,2013-09-15,Very enjoyable,Florida,0,0,1
5,2013-09-15,My idea of smiles for miles,Florida,0,0,1
5,2013-09-15,LOVE the universal studios parks!!!!,Florida,0,0,1
4,2013-09-15,Good entertainment...,Florida,0,0,1
5,2013-09-15,Made me feel like a kid again.,Florida,0,0,1
2,2013-09-15,Not so happy...,Florida,1,0,0
5,2013-09-15,all loved it,Florida,0,0,1
5,2013-09-15,Top notch theme park,Florida,0,0,1
4,2013-09-14,Why do the restaurants. Close so dam early. When park is open for anther 3hours,Florida,0,1,0
3,2013-09-14,"Broken ride, heavy reliance on 3D",Florida,0,0,1
5,2013-09-14,Out of this world,Florida,0,0,1
5,2013-09-14,A great time!,Florida,0,0,1
1,2013-09-14,poor customer services,Florida,0,1,0
5,2013-09-13,Couple get away,Florida,0,0,1
5,2013-09-13,Turning back into a child,Florida,0,0,1
4,2013-09-13,An Aussie at Universal Studios,Florida,0,0,1
5,2013-09-13,Awesomeness!,Florida,0,0,1
4,2013-09-12,Still worth a visit,Florida,0,1,0
3,2013-09-12,All your eggs in one basket!,Florida,1,0,0
2,2013-09-11,Not that impressed for the price of admission,Florida,0,0,1
3,2013-09-11,meh,Florida,0,0,1
3,2013-09-11,Cute,Florida,0,0,1
5,2013-09-11,Liked better then Island of Adventure,Florida,0,0,1
4,2013-09-11,Went to both park,Florida,0,0,1
5,2013-09-11,"Great day, low crowds",Florida,0,1,0
4,2013-09-11,Universal Theme Park Orlando,Florida,0,0,1
5,2013-09-11,it was fun !!,Florida,0,0,1
4,2013-09-11,classic time with the family,Florida,0,0,1
4,2013-09-11,Wonderful time at Universal Studios Florida,Florida,0,0,1
5,2013-09-10,Loved it!,Florida,0,0,1
5,2013-09-10,Awesome!!!,Florida,0,1,0
5,2013-09-10,Loved Harry Potter,Florida,0,0,1
5,2013-09-10,Fun Fun Fun,Florida,0,0,1
5,2013-09-09,handicap accessibility,Florida,0,0,1
4,2013-09-08,A good time,Florida,0,0,1
5,2013-09-08,So much fun!,Florida,0,0,1
3,2013-09-08,"Sorry, my heart belongs to Disney",Florida,0,0,1
5,2013-09-08,Rock the Universe at Universal was so fun,Florida,0,0,1
4,2013-09-07,Minions!,Florida,0,0,1
5,2013-09-07,Great time,Florida,0,0,1
5,2013-09-07,Great Family Vacation,Florida,0,0,1
4,2013-09-07,"Not as good as before, but still worth doing",Florida,1,0,0
5,2013-09-06,My vacation with my teen age daughter,Florida,0,0,1
4,2013-09-06,Universal studios,Florida,0,0,1
4,2013-09-06,Not much for the motion sickness crowd...,Florida,0,1,0
5,2013-09-06,"Transformers 4D, don't miss it",Florida,0,0,1
4,2013-09-06,TRANSFORMERS!,Florida,0,1,0
5,2013-09-06,theme parks,Florida,0,0,1
4,2013-09-05,Slight disappointment but still great fun.,Florida,0,0,1
4,2013-09-05,Universal Studios Breakdown,Florida,0,0,1
5,2013-09-05,"Oldie, but a goodie",Florida,0,0,1
5,2013-09-05,Great rides!!,Florida,0,0,1
3,2013-09-05,if there is nothing else to do that day go to this park,Florida,0,1,0
5,2013-09-05,The Wizarding World is Truly Magical,Florida,0,0,1
5,2013-09-05,Loved Universal Studios,Florida,0,0,1
5,2013-09-05,Halloween Horror nights,Florida,1,0,0
1,2013-09-04,WARNING!! Stay away if you like your privacy and constitutional rights,Florida,0,0,1
4,2013-09-04,Lots of fun,Florida,0,0,1
5,2013-09-04,Hospitality,Florida,0,0,1
4,2013-09-04,Minions!,Florida,0,0,1
5,2013-09-04,the magic of the movies but no jaws so sad,Florida,0,1,0
5,2013-09-04,Love this place,Florida,0,0,1
4,2013-09-04,Universal Studios,Florida,0,0,1
3,2013-09-04,overpriced,Florida,0,1,0
5,2013-09-04,The best !,Florida,0,0,1
1,2013-09-04,A total bummer,Florida,1,0,0
3,2013-09-04,Long walks,Florida,0,1,0
5,2013-09-04,Family Fun,Florida,0,0,1
5,2013-09-04,3 times the charm,Florida,0,0,1
3,2013-09-04,Ok but expensive and long lines....,Florida,0,1,0
3,2013-09-04,Harry Potter Tour,Florida,0,0,1
5,2013-09-04,Universal Studios,Florida,0,0,1
5,2013-09-04,Best part of the whole Orlando Trip,Florida,0,0,1
5,2013-09-04,Excitement galore,Florida,0,0,1
5,2013-09-04,Love Universal Studio's,Florida,0,0,1
2,2013-09-04,Wait is extremely long.,Florida,0,1,0
5,2013-09-04,Unforgetable!,Florida,0,0,1
5,2013-09-04,Halloween Horror Nights,Florida,0,0,1
5,2013-09-04,Most beautiful place,Florida,0,0,1
5,2013-09-03,"Universal Studios Orlando, Florida",Florida,0,0,1
5,2013-09-03,Awesome Day,Florida,0,0,1
5,2013-09-03,Love this place,Florida,0,0,1
5,2013-09-03,Love this place...,Florida,0,0,1
5,2013-09-03,Better than a Muggle Deserves,Florida,0,0,1
5,2013-09-03,Lots of changes and new additions,Florida,0,0,1
5,2013-09-03,Transformers Ride,Florida,0,1,0
5,2013-09-03,FUN!FUN!FUN!,Florida,0,0,1
4,2013-09-03,Harry Potter World is Where it's At!,Florida,0,0,1
4,2013-09-03,Fun for All!,Florida,0,0,1
5,2013-09-03,A Fantastic Fortieth Anniversary Celebration,Florida,0,0,1
4,2013-09-03,Better value,Florida,0,0,1
5,2013-09-03,Fun Family Experience,Florida,0,0,1
4,2013-09-03,"Great rides, not so great service!",Florida,0,0,1
5,2013-09-03,Great theme park !,Florida,0,0,1
4,2013-09-03,Great family experience,Florida,0,0,1
5,2013-09-03,Excellent fun for all the family!,Florida,0,0,1
4,2013-09-03,Fun fun fun,Florida,0,0,1
5,2013-09-03,awesome experience,Florida,0,0,1
5,2013-09-03,Universal First Time Visit,Florida,0,0,1
5,2013-09-03,UNIVERSAL ORLANDO,Florida,0,0,1
5,2013-09-03,Universal,Florida,0,0,1
5,2013-09-03,Fantastic,Florida,0,0,1
5,2013-09-03,Universal Studios,Florida,0,0,1
4,2013-09-03,Good park,Florida,0,0,1
5,2013-09-03,Wow this was an adreniline rush,Florida,0,0,1
2,2013-09-03,Slipping,Florida,1,0,0
5,2013-09-03,A Dream come true,Florida,0,0,1
3,2013-09-02,Fun....but not when its busy!,Florida,0,0,1
3,2013-09-02,Flawed,Florida,0,0,1
5,2013-09-02,Great time at new rides and the old!,Florida,0,0,1
4,2013-09-02,Great park!,Florida,0,0,1
5,2013-09-02,Great park,Florida,0,0,1
5,2013-09-02,"Universal Studios, Island of Adventure, Seaworld, Aquatica, Wet 'n Wild",Florida,0,0,1
5,2013-09-02,Excellent day out,Florida,0,0,1
3,2013-09-02,Long queues,Florida,1,0,0
5,2013-09-01,Universal,Florida,0,0,1
3,2013-09-01,"Better than IOA, but will never meet the mark set by Disney!",Florida,0,0,1
5,2013-08-31,The best park by far,Florida,0,0,1
4,2013-08-31,Wish I had more time...,Florida,0,0,1
5,2013-08-31,Expensive initially but well worth a visit!,Florida,0,0,1
5,2013-08-30,Best park all around in Orlando,Florida,0,0,1
5,2013-08-30,Fantastic,Florida,0,0,1
5,2013-08-30,Opened the Park,Florida,0,1,0
5,2013-08-30,"New chapter, trying new thing or thing I just haven't done in a long time.",Florida,0,0,1
5,2013-08-30,"Fantastic right now, just imagine with Diagon Alley!",Florida,0,0,1
5,2013-08-29,brilliant day out,Florida,0,0,1
5,2013-08-29,Best Park we visited in Kissimmee ....,Florida,0,0,1
4,2013-08-29,Usual joy but,Florida,0,0,1
4,2013-08-29,fantastic day out let down by terrible food service,Florida,0,0,1
5,2013-08-29,Wonderful,Florida,0,0,1
4,2013-08-29,Harry Potter!,Florida,0,0,1
5,2013-08-29,Springfield USA at Universal Orlando,Florida,0,0,1
4,2013-08-28,Families with autistic children beware,Florida,0,0,1
5,2013-08-28,WORTH IT,Florida,0,0,1
5,2013-08-28,Want to go back!,Florida,0,0,1
5,2013-08-28,Fantastic!,Florida,0,0,1
4,2013-08-28,Still probably the best theme park,Florida,0,1,0
4,2013-08-28,NOT AS GOOD AS ISLANDS OF ADVENTURE,Florida,0,0,1
4,2013-08-28,"Fun place but try going in August or Sept, Minimal lines!",Florida,0,1,0
5,2013-08-28,A whole day of top entertainment!,Florida,0,0,1
3,2013-08-28,New Universal?,Florida,0,1,0
5,2013-08-28,2 days is good value,Florida,0,1,0
3,2013-08-28,rip off,Florida,0,1,0
5,2013-08-27,Absolutely brilliant time!!!,Florida,0,0,1
1,2013-08-27,DISABLED DISCRIMINATION at Universal studios florida,Florida,1,0,0
5,2013-08-27,5 years in a row,Florida,0,0,1
4,2013-08-27,Universal Rides,Florida,0,0,1
5,2013-08-27,Fantastic day out,Florida,0,0,1
1,2013-08-27,Where do I begin?,Florida,0,0,1
4,2013-08-27,Ticket scam,Florida,1,0,0
5,2013-08-27,BLUE MAN SHOW - ORLANDO,Florida,0,1,0
3,2013-08-27,European mastercard currency cards,Florida,1,0,0
5,2013-08-27,Universal Studios,Florida,0,0,1
5,2013-08-27,Great Place,Florida,0,0,1
5,2013-08-26,The rides are terrific,Florida,0,0,1
5,2013-08-26,Halloween at universal,Florida,0,0,1
5,2013-08-26,Love it,Florida,0,1,0
2,2013-08-26,Universal Ripoff,Florida,0,0,1
1,2013-08-26,Big Rip off,Florida,0,1,0
1,2013-08-25,Universal Fail!,Florida,1,0,0
5,2013-08-25,Great fun!,Florida,0,0,1
3,2013-08-25,Parade was cancels with not explanation,Florida,1,0,0
4,2013-08-25,Nice place,Florida,0,0,1
4,2013-08-25,Very Good.,Florida,0,0,1
5,2013-08-25,Surpassed expectations,Florida,0,0,1
5,2013-08-25,One of our favorite places,Florida,0,0,1
4,2013-08-25,A place to visit,Florida,0,1,0
4,2013-08-25,Incredible park !,Florida,0,1,0
5,2013-08-24,Allergy and gluten free friendly and a blast!,Florida,0,0,1
4,2013-08-24,Good park but ....,Florida,0,1,0
4,2013-08-23,Not all shiny glaces,Florida,0,0,1
4,2013-08-23,Great and Bad,Florida,0,0,1
5,2013-08-23,One of the favourite theme parks to go to,Florida,0,0,1
5,2013-08-23,Great day out,Florida,0,0,1
5,2013-08-23,The best theme park in the world,Florida,0,0,1
5,2013-08-22,This place is Awesome,Florida,0,0,1
4,2013-08-22,"Great park, definatelly worth the visit every time",Florida,0,0,1
4,2013-08-22,My main goal was to visit the Harry Potter ride & it didn't disappoint!,Florida,0,0,1
5,2013-08-22,Transformers: The Ride,Florida,0,0,1
5,2013-08-22,Awesome,Florida,0,0,1
5,2013-08-22,We Loved It!,Florida,0,0,1
4,2013-08-22,Don't overlook this side of Universal Orlando,Florida,0,0,1
4,2013-08-21,Good family day out overall,Florida,0,0,1
5,2013-08-21,Probably the best park of all,Florida,0,0,1
5,2013-08-21,Pricey but very well done,Florida,0,0,1
2,2013-08-21,Completely uninteresting,Florida,0,0,1
1,2013-08-21,Security at citywalk,Florida,1,0,0
5,2013-08-21,Very good theme park!,Florida,0,0,1
1,2013-08-21,Not great even on the 2nd visit,Florida,1,0,0
4,2013-08-21,"""Get an Unlimited Express Pass""",Florida,0,0,1
1,2013-08-20,un-pleasently Surprised with Universal Orlando,Florida,0,0,1
4,2013-08-20,"great day out,but you might need two",Florida,0,0,1
4,2013-08-20,"Exciting, Thrilling but can do better",Florida,0,0,1
5,2013-08-20,The best family party in the world!,Florida,0,0,1
5,2013-08-20,:),Florida,0,1,0
4,2013-08-20,Fun and totally entertaining.,Florida,0,0,1
5,2013-08-19,Yes,Florida,0,0,1
5,2013-08-19,Great for the whole family,Florida,0,0,1
4,2013-08-19,Transformer Ride a Winner,Florida,0,1,0
5,2013-08-19,Brilliant day!,Florida,0,0,1
5,2013-08-18,Love this place,Florida,0,0,1
4,2013-08-18,Lots of film,Florida,0,0,1
5,2013-08-18,Explosive,Florida,0,0,1
5,2013-08-18,Absulutly Amazing ....would definatly return :),Florida,0,0,1
4,2013-08-18,Brilliant Must See!,Florida,0,0,1
4,2013-08-18,2 hours queing and that was just to get IN the park!!,Florida,0,0,1
1,2013-08-18,Disappointed.,Florida,1,0,0
5,2013-08-17,universal,Florida,0,0,1
4,2013-08-17,Simply awesome!,Florida,0,0,1
3,2013-08-17,Not my favorite,Florida,0,0,1
3,2013-08-16,You cheat your customers and don't give apropriate feedback to claims!,Florida,1,0,0
4,2013-08-16,Good park bad staff,Florida,0,0,1
5,2013-08-16,Now This is a Theme Park!!!,Florida,0,0,1
4,2013-08-16,Best park for teenagers - best rides,Florida,0,0,1
5,2013-08-16,Transformers 3D Awesome!,Florida,0,0,1
5,2013-08-15,A speed pass must in high season,Florida,0,0,1
3,2013-08-15,"Good, as always.",Florida,0,0,1
5,2013-08-15,The best of the 2 parks,Florida,0,0,1
5,2013-08-15,1 Day Park to Park for a 3 year Old,Florida,0,0,1
5,2013-08-15,Loved this Park,Florida,0,0,1
5,2013-08-15,Fantastic,Florida,0,0,1
4,2013-08-14,Great Day,Florida,0,0,1
5,2013-08-14,Even better with the new rides,Florida,0,0,1
5,2013-08-14,"Great parks, but don't buy the meal deal.",Florida,1,0,0
4,2013-08-14,Fabulous! You feel like a movie star!,Florida,0,0,1
5,2013-08-14,A Thrilling Day Out!,Florida,0,0,1
3,2013-08-14,Pros and cons,Florida,0,0,1
5,2013-08-13,Great Parks For All The Family,Florida,0,0,1
4,2013-08-13,Universal Studios Orlando,Florida,0,0,1
5,2013-08-13,Universal studios florida,Florida,0,0,1
4,2013-08-12,Orlando's Disney alternative,Florida,0,0,1
4,2013-08-12,Exciting but lineups a let down!,Florida,0,0,1
4,2013-08-12,Halloween Walking Dead Style,Florida,1,0,0
4,2013-08-12,great first day in florida,Florida,0,0,1
5,2013-08-12,Awesome Place... Best Theme Park in Orlando!,Florida,0,0,1
4,2013-08-12,Really for big kids only,Florida,0,1,0
4,2013-08-11,A great park!,Florida,0,0,1
5,2013-08-11,"Take Advantage of Early Admission, Stay on Site for Express Passes or go Single Rider",Florida,0,0,1
5,2013-08-11,A Park That's Only Going to Get Better,Florida,0,0,1
3,2013-08-11,"Rides, rides",Florida,0,0,1
5,2013-08-10,Don't miss transformers,Florida,0,0,1
5,2013-08-10,Great Experience!,Florida,0,1,0
5,2013-08-10,Great Park!,Florida,0,0,1
5,2013-08-10,Great range of rides for the whole family,Florida,0,0,1
5,2013-08-10,Good.,Florida,0,1,0
5,2013-08-10,We had a blast!,Florida,0,0,1
4,2013-08-10,Good experience but could use more roller coasters,Florida,0,0,1
2,2013-08-10,Needs major work,Florida,0,0,1
2,2013-08-10,1 1/2 hrs to get in and nobody gave to hoots!!!!!!!!,Florida,0,0,1
5,2013-08-10,FUN!,Florida,0,0,1
2,2013-08-10,Not Value for Money,Florida,0,0,1
3,2013-08-09,Long queues,Florida,0,1,0
5,2013-08-09,Fantastic!,Florida,0,0,1
5,2013-08-09,Fantastic,Florida,0,0,1
2,2013-08-09,Good rides poor management,Florida,1,0,0
3,2013-08-09,OK,Florida,0,0,1
4,2013-08-09,Go out of season,Florida,0,0,1
2,2013-08-09,Good if you like simulated rides. and very long queues!,Florida,1,0,0
5,2013-08-09,A family favourite,Florida,0,0,1
5,2013-08-08,Universal island adventures ROCKS!!!,Florida,0,1,0
5,2013-08-08,One of my favorite parks,Florida,0,0,1
3,2013-08-08,Harry Potter is only draw,Florida,0,0,1
4,2013-08-08,Some of the attractions are starting to look old,Florida,0,0,1
4,2013-08-07,Universal Studios Florida: Harry Potter Is Unbelievable!,Florida,0,0,1
4,2013-08-07,In another league from Disney.,Florida,0,0,1
4,2013-08-07,Much Better than Disney,Florida,0,0,1
1,2013-08-07,What a Rip Off,Florida,0,0,1
5,2013-08-07,great time,Florida,0,0,1
4,2013-08-07,Great Time!,Florida,0,0,1
2,2013-08-07,Great rides and appearance but poor custoemr service,Florida,0,0,1
4,2013-08-07,Tough in summer but fun if express,Florida,0,0,1
4,2013-08-07,"Wow, What a Difference!",Florida,0,0,1
1,2013-08-06,Not a Magical Day!,Florida,0,0,1
4,2013-08-06,florida trip 2013,Florida,0,1,0
4,2013-08-06,Fun but LONG lines,Florida,0,0,1
5,2013-08-06,This place is amazing!,Florida,0,0,1
5,2013-08-06,Great Trip,Florida,0,0,1
3,2013-08-06,Summer vacation,Florida,0,1,0
4,2013-08-06,VIP Tour Experience,Florida,0,0,1
5,2013-08-06,Better for Older Kids,Florida,0,0,1
3,2013-08-05,Went at the end of July - too crowded and too hot!,Florida,0,0,1
4,2013-08-05,"Nice Experience, a one-off though",Florida,0,0,1
4,2013-08-05,Thrill Rides for teenagers,Florida,0,0,1
5,2013-08-05,Great experience but hurry for new rides!,Florida,0,1,0
4,2013-08-05,Brought back memories,Florida,0,0,1
5,2013-08-05,A trip worthwhile,Florida,0,0,1
5,2013-08-05,Best Park In Orlando,Florida,0,0,1
4,2013-08-05,unique place,Florida,0,0,1
5,2013-08-05,awesome,Florida,0,0,1
5,2013-08-05,Great experience,Florida,0,0,1
5,2013-08-04,Transformers is the Best,Florida,0,0,1
4,2013-08-04,Had a great time. Food plan was not worth the money.,Florida,0,0,1
5,2013-08-04,Great Park!!!!,Florida,0,0,1
5,2013-08-04,Simpsons Fast Food Blvd!,Florida,0,0,1
5,2013-08-04,Express Pass is the way to go,Florida,0,0,1
3,2013-08-04,Ehhh,Florida,0,0,1
3,2013-08-04,Waiting times without express passes just too long,Florida,0,0,1
3,2013-08-04,Just ok,Florida,0,1,0
2,2013-08-03,Too long queues,Florida,0,0,1
5,2013-08-03,Better than Disney,Florida,0,0,1
2,2013-08-03,No bang for the buck,Florida,0,0,1
4,2013-08-03,Pricey but worth it,Florida,0,0,1
5,2013-08-03,Excellent Customer Service,Florida,0,0,1
4,2013-08-03,Great Family Fun & Beautiful Park!,Florida,0,0,1
5,2013-08-03,Great Time,Florida,0,0,1
2,2013-08-02,"Never again, only for the rich (express passes) and constant breakdowns",Florida,0,0,1
5,2013-08-02,Fantastic!,Florida,0,0,1
4,2013-08-02,Great place for family with older kids!!,Florida,0,0,1
1,2013-08-02,Disappointed,Florida,1,0,0
5,2013-08-02,Great park but express passes needed,Florida,0,0,1
3,2013-08-02,Big queues,Florida,0,1,0
5,2013-08-02,FUN,Florida,0,0,1
5,2013-08-01,Great day out for all,Florida,0,0,1
2,2013-08-01,Rides are good - queues much too long,Florida,0,0,1
5,2013-08-01,Universal,Florida,0,0,1
4,2013-08-01,"If you get motion sickness, then these parks might not be for you.",Florida,0,0,1
5,2013-08-01,AWESOME!,Florida,0,0,1
5,2013-08-01,LOVED EVERY MINUTE :0),Florida,0,0,1
4,2013-08-01,Good Holiday Attraction,Florida,0,0,1
5,2013-08-01,Universal Studios-Orlando,Florida,0,0,1
1,2013-08-01,Guest with disability and Express pass problems,Florida,0,0,1
5,2013-08-01,Greatest experience ever....,Florida,0,0,1
5,2013-07-31,Great :-),Florida,0,0,1
5,2013-07-31,Excellent-Worth going too for sure!,Florida,0,0,1
5,2013-07-31,Great Day Out!!!,Florida,0,0,1
4,2013-07-31,Forget it in July without the Express passes,Florida,0,0,1
3,2013-07-31,Very expensive,Florida,0,0,1
5,2013-07-31,Absolutely wonderful staff!!!,Florida,0,0,1
3,2013-07-31,Family July 2013,Florida,0,1,0
4,2013-07-31,"Not exactly what I expected, but still a fun amusement park",Florida,0,0,1
5,2013-07-30,Transformers,Florida,0,0,1
4,2013-07-30,"Universal studios and Islands of Adventure, cool treat in warm July",Florida,0,0,1
5,2013-07-30,Amazing day,Florida,0,0,1
5,2013-07-30,Schweet! Love this Place,Florida,0,0,1
5,2013-07-30,Awesome set up,Florida,0,0,1
4,2013-07-30,Expensive but a must see in Orlando,Florida,0,0,1
4,2013-07-30,They keep making it better.,Florida,0,0,1
5,2013-07-30,AMAZING,Florida,0,0,1
5,2013-07-30,"A great day out, not to be missed",Florida,0,0,1
5,2013-07-30,We loved it!,Florida,0,0,1
4,2013-07-30,Three day online passes for both parks!,Florida,0,0,1
5,2013-07-29,Favourite theme park in Orlando,Florida,0,0,1
5,2013-07-29,Had a great time,Florida,0,0,1
4,2013-07-29,"Fun rides/attractions, but not AS fun as Islands of Adventure",Florida,0,0,1
4,2013-07-29,"It Ain't Disney, But It's Fun",Florida,0,0,1
5,2013-07-29,Can't wait till the next visit,Florida,0,0,1
5,2013-07-29,Fantastic,Florida,0,0,1
1,2013-07-28,Horrible Time,Florida,1,0,0
2,2013-07-28,Very Disappointed!!!!,Florida,1,0,0
5,2013-07-28,Brilliant park,Florida,0,0,1
3,2013-07-28,Too Many Tour Groups,Florida,1,0,0
3,2013-07-28,"Rides good, staff slow and queues ridiculous!",Florida,1,0,0
4,2013-07-28,"If you've seen one, you've seen them all",Florida,0,0,1
4,2013-07-27,Great park! TV's to keep kids busy in long lines!,Florida,0,0,1
4,2013-07-27,Inferior to Disney,Florida,0,0,1
5,2013-07-27,Never get tired of Universal Studio's Florida,Florida,0,0,1
3,2013-07-27,"Universal Studios and Islands of Adventure, Orlando",Florida,0,0,1
5,2013-07-27,Better than expected,Florida,0,0,1
3,2013-07-27,Was fun but at great expense,Florida,0,0,1
4,2013-07-26,Awesome park few things let it down compared to disney,Florida,0,0,1
4,2013-07-26,Excitement for first time comer,Florida,0,1,0
4,2013-07-26,great family funday out,Florida,0,0,1
3,2013-07-25,A bit of a tourist trap,Florida,0,0,1
4,2013-07-25,Good theme park,Florida,0,1,0
4,2013-07-25,I really like this park,Florida,0,1,0
5,2013-07-25,Love it here!,Florida,0,0,1
3,2013-07-25,"Fabulous theme park, but don't visit at the beginning of July",Florida,0,0,1
5,2013-07-25,Awesome!!!,Florida,0,0,1
5,2013-07-24,superb place to visit,Florida,0,0,1
5,2013-07-24,great,Florida,0,0,1
5,2013-07-24,Awesome!!,Florida,0,0,1
3,2013-07-24,NOT for a large family on a budget.,Florida,0,0,1
5,2013-07-24,Creativity at its best!,Florida,0,0,1
2,2013-07-24,Almost Badder than Disney,Florida,0,1,0
5,2013-07-23,Excellent Attraction of Universe,Florida,0,0,1
5,2013-07-23,Fantastic,Florida,0,0,1
4,2013-07-23,Great Park,Florida,0,0,1
5,2013-07-23,Universal Orlando Expensive but worth it!!!!,Florida,0,0,1
5,2013-07-23,Little children,Florida,0,0,1
5,2013-07-23,Go early,Florida,0,0,1
5,2013-07-23,Best park ever!,Florida,0,0,1
5,2013-07-23,Have to come back for Halloween,Florida,0,0,1
5,2013-07-23,Excellent,Florida,0,0,1
2,2013-07-23,"""Disappointed""!",Florida,0,0,1
4,2013-07-23,Was a Blast!,Florida,0,0,1
5,2013-07-23,Fab place to visit!,Florida,0,0,1
5,2013-07-22,An Actual Universal Studios Review(Islands of Adventure is a Different Park),Florida,0,0,1
5,2013-07-22,Awesome Attractions,Florida,0,0,1
4,2013-07-22,"Much improved, but miss the classics",Florida,0,0,1
5,2013-07-22,Fun filled day in Universal Studios,Florida,0,0,1
1,2013-07-22,If you have 3 hours to kill per line...,Florida,0,0,1
2,2013-07-22,Long lines,Florida,0,0,1
5,2013-07-22,Fantastico!,Florida,0,0,1
4,2013-07-22,Fast Queque Rip off,Florida,0,0,1
4,2013-07-22,Good for kids > 5 years,Florida,0,0,1
4,2013-07-22,Fantastic Park,Florida,0,0,1
5,2013-07-22,Much better than Disney,Florida,0,0,1
5,2013-07-22,Universal Studios,Florida,0,0,1
5,2013-07-21,Love this place - fantastic,Florida,0,0,1
5,2013-07-21,Fantastic,Florida,0,0,1
5,2013-07-21,It was fantastic!,Florida,0,0,1
4,2013-07-21,Not quite excellent,Florida,0,0,1
4,2013-07-20,Good but pity about Transformers !,Florida,0,0,1
4,2013-07-20,Keeps getting better,Florida,0,0,1
4,2013-07-20,Fun!,Florida,0,1,0
1,2013-07-20,DONT BOTHER.....GO TO DISNEY INSTEAD !!!,Florida,1,0,0
5,2013-07-20,So much fun,Florida,0,0,1
5,2013-07-20,Much better than I was expecting.,Florida,0,0,1
5,2013-07-19,Enjoyable,Florida,0,0,1
3,2013-07-19,NOT what I expected...,Florida,0,0,1
5,2013-07-19,unforgettable experience,Florida,0,0,1
2,2013-07-19,Long lines poor service,Florida,0,1,0
4,2013-07-19,Busy but enjoyable,Florida,1,0,0
5,2013-07-19,Express Pass & Premium Parking Worth It,Florida,0,0,1
4,2013-07-19,Islands of Adventure is a must!,Florida,0,1,0
2,2013-07-19,Despicable Me,Florida,0,0,1
3,2013-07-19,Universal Once and Never Again,Florida,0,0,1
3,2013-07-19,Be aware.,Florida,0,0,1
4,2013-07-19,worth staying in their hotel,Florida,0,0,1
5,2013-07-19,Awesome!,Florida,0,0,1
3,2013-07-19,Should take a cue from Disney's FASTPASS!,Florida,1,0,0
5,2013-07-19,Can't wait for the Harry Potter expansion!,Florida,0,0,1
3,2013-07-19,They need to take the training course offered by Disney/Inconsistant..,Florida,0,0,1
5,2013-07-18,BEST THEME PARK,Florida,0,0,1
4,2013-07-18,Fun Times in Florida,Florida,0,0,1
5,2013-07-18,Great Fun!!,Florida,0,0,1
5,2013-07-18,Must visit if you have teenage kids,Florida,0,0,1
3,2013-07-18,"Average park, lots of 3D simulation rides, inconsistent policies",Florida,0,0,1
5,2013-07-18,wow,Florida,0,0,1
4,2013-07-17,Family fun,Florida,0,0,1
5,2013-07-17,Fastastic time,Florida,0,0,1
4,2013-07-17,Fun...!,Florida,0,1,0
4,2013-07-16,Great fun for the hole family:),Florida,0,0,1
4,2013-07-16,"Fun, but a lot was broken",Florida,0,0,1
4,2013-07-16,feel-good atmosphere from start to finish,Florida,0,0,1
4,2013-07-16,Fun in the heat,Florida,0,0,1
5,2013-07-16,brilliant,Florida,0,0,1
4,2013-07-16,Really Good Time!,Florida,0,0,1
5,2013-07-16,Great Park,Florida,0,0,1
5,2013-07-15,va ca,Florida,1,0,0
5,2013-07-15,SO MUCH FUN,Florida,0,0,1
5,2013-07-15,Still a great place to visit,Florida,0,1,0
5,2013-07-15,Simulator heaven,Florida,0,0,1
5,2013-07-15,First class experience,Florida,0,1,0
5,2013-07-15,Universal no matter what park be there when it opens.,Florida,0,1,0
5,2013-07-15,Terrific Time,Florida,0,1,0
4,2013-07-15,Great Time,Florida,0,0,1
5,2013-07-15,first time,Florida,0,1,0
5,2013-07-15,Brilliant & Special,Florida,0,0,1
5,2013-07-15,Excellent,Florida,0,0,1
5,2013-07-14,HAD A BLAST!,Florida,0,0,1
5,2013-07-14,We love Universal Studios.,Florida,0,0,1
5,2013-07-14,The Simpsons World,Florida,0,0,1
